hogar,codigo_sexo,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,Codigo_nivel_educativo,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional,total_trabajopago,total_trabajonopago,intervalo_horasnopagas,intervalo_horaspagas,rango_etario_codigo,intervalo_horasnopagas_codigo,intervalo_horaspagas_codigo,dia_laborable_codigo
1412_1,1,Mujer,55,Día no laborable,0,5.7,3,0,2,1,0,15.8,0,4.7,3,0,1,1,0,14.3,Día atípico,50-64,4,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,10.4,10-14,0,4,4,1,2
1413_1,1,Mujer,55,Día laborable,10.8,0,0,0,2,1,0,12.2,10.8,0,0,0,1,1,0,11.2,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,21.6,0,0,20-24,4,1,6,1
1414_1,2,Varon,55,Día no laborable,0,5.3,0,0,6,4.8,0,8.2,0,5.3,0,0,5.8,4.8,0,8,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,0,10.6,10-14,0,4,4,1,2
1415_1,1,Mujer,55,Día laborable,8,5.2,0,0,0.5,2.5,1.2,7.7,8,5.2,0,0,0.3,2.5,0.9,7.2,Día atípico,50-64,4,Superior completo,Jefe,Otro,5to quintil,Ocupado,16,10.4,10-14,15-19,4,4,5,1
1416_1,1,Mujer,55,Día laborable,2,10.5,0,1,0.5,0,0,10.5,2,10,0,1,0.5,0,0,10.5,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,4,20.5,20-24,1-4,4,6,2,1
1417_1,1,Mujer,55,Día no laborable,0,2.5,0,0,5,5.5,0,11.5,0,2.3,0,0,5,5.5,0,11.3,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,4.8,1-4,0,4,2,1,2
1418_1,2,Varon,55,Día laborable,9.1,3.3,0,0,1.8,1.7,0.2,10,9,3.3,0,0,0.9,1.7,0.2,9,Día atípico,50-64,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,18.1,6.6,5-9,15-19,4,3,5,1
1419_1,2,Varon,55,Día laborable,5.8,0.2,0,0,2.8,2,0,15.6,5.7,0.2,0,0,1.7,2,0,14.5,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,11.5,0.4,0,10-14,4,1,4,1
1420_1,1,Mujer,55,Día laborable,10.8,2.2,0,0,2.3,0.8,0,10.4,10.8,2.1,0,0,1.2,0.8,0,9.3,Día atípico,50-64,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,21.6,4.3,1-4,20-24,4,2,6,1
1421_1,2,Varon,55,Día no laborable,0,0,0,0,7.2,0,10.3,12.5,0,0,0,0,5.4,0,7.3,11.3,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,4,1,1,2
1422_1,2,Varon,55,Día laborable,11.2,2.5,0,0,1.9,1.3,0,9.6,11,1.5,0,0,1.2,1.3,0,9,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,22.2,4,1-4,20-24,4,2,6,1
1423_1,1,Mujer,55,Día laborable,9.8,1.1,0,0,0.5,0,0,13.2,9.8,1.1,0,0,0.3,0,0,12.9,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,19.6,2.2,1-4,15-19,4,2,5,1
1424_1,1,Mujer,55,Día laborable,10,3.8,0,0,0,1.6,0,9.8,9.8,3.7,0,0,0,1.2,0,9.3,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,19.8,7.5,5-9,15-19,4,3,5,1
1425_1,1,Mujer,55,Día laborable,4.8,2.3,5,0,0,1,0,11,4.8,2.3,5,0,0,1,0,11,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,9.6,4.6,1-4,5-9,4,2,3,1
1426_1,1,Mujer,55,Día laborable,5,2.7,0,0,5,1,0,15.3,5,2.7,0,0,2.5,1,0,12.8,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,10,5.4,5-9,5-9,4,3,3,1
1427_1,1,Mujer,55,Día laborable,6.2,2.9,0,0,4.6,1.3,0,10.3,6.2,2.9,0,0,4,1.3,0,9.6,Día atípico,50-64,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,12.4,5.8,5-9,10-14,4,3,4,1
1428_1,1,Mujer,55,Día laborable,13,0.8,0,0,1.3,0.3,0,10.3,12.8,0.8,0,0,0.6,0.3,0,9.5,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,25.8,1.6,1-4,25-29,4,2,7,1
1429_1,1,Mujer,55,Día laborable,18.5,0.5,0,0,0,0.5,0,4.5,18.5,0.5,0,0,0,0.5,0,4.5,Día atípico,50-64,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,37,1,0,30-45,4,1,8,1
1430_1,1,Mujer,55,Día no laborable,1.3,4.3,2,0,4,3.3,0,11.7,1.3,4.3,1,0,3,3.1,0,11.4,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,2.6,8.6,5-9,1-4,4,3,2,2
1431_1,1,Mujer,56,Día laborable,5.1,8.5,0,0,1.9,2,0,9,5.1,6,0,0,1.9,2,0,9,Día atípico,50-64,3,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,10.2,14.5,10-14,10-14,4,4,4,1
1431_2,1,Mujer,42,Día laborable,12.5,0,0,0,0,0,0,11.8,12.4,0,0,0,0,0,0,11.6,Día atípico,40-49,3,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,24.9,0,0,20-24,3,1,6,1
1432_1,1,Mujer,56,Día no laborable,0,1,1,0,9.3,4,0,10.7,0,1,0.5,0,8.3,4,0,10.2,Día atípico,50-64,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,2,1-4,0,4,2,1,2
1433_1,1,Mujer,56,Día no laborable,0,7.5,0,0,3.8,0,0,16,0,6,0,0,2.9,0,0,15.1,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Desocupado,0,13.5,10-14,0,4,4,1,2
1434_1,1,Mujer,56,Día laborable,10.5,2.3,0,0,2.2,1,0,8.5,10.5,2.3,0,0,1.9,1,0,8.3,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,21,4.6,1-4,20-24,4,2,6,1
1435_1,1,Mujer,56,Día laborable,9.2,5.3,0,0,0.9,0,0,9.5,9.2,5.3,0,0,0.5,0,0,9.1,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,18.4,10.6,10-14,15-19,4,4,5,1
1436_1,2,Varon,56,Día laborable,10.8,0.3,0,0,2.9,0,4.8,11.3,10.8,0.3,0,0,1.1,0,2.7,9.2,Día atípico,50-64,4,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,21.6,0.6,0,20-24,4,1,6,1
1437_1,1,Mujer,56,Día no laborable,0,6.5,0,0,2,2,3.5,12.5,0,6.3,0,0,1,2,3.5,11.3,Día atípico,50-64,4,Secundario incompleto,Jefe,Otro,5to quintil,Desocupado,0,12.8,10-14,0,4,4,1,2
1438_1,1,Mujer,56,Día laborable,10.3,3.3,0,0,1.1,2.8,6,7.7,8.3,2.3,0,0,0.6,2.8,3,7.1,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,18.6,5.6,5-9,15-19,4,3,5,1
1439_1,1,Mujer,56,Día laborable,11,3.5,0,0,0,1,0,10,10.5,3.3,0,0,0,1,0,9.3,Día atípico,50-64,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,21.5,6.8,5-9,20-24,4,3,6,1
1440_1,2,Varon,56,Día laborable,10.2,3,0,0,2,2.3,0,9.5,9.7,2.5,0,0,1,2.3,0,8.5,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19.9,5.5,5-9,15-19,4,3,5,1
1441_1,2,Varon,56,Día laborable,9.7,2.3,0,0,3.7,1,0,11,9.7,1.8,0,0,1.8,1,0,9.7,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19.4,4.1,1-4,15-19,4,2,5,1
1442_1,2,Varon,56,Día no laborable,0,4.2,0,0,8.3,3.7,0,10.4,0,4.2,0,0,7.1,3.7,0,9.1,Día atípico,50-64,1,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.4,5-9,0,4,3,1,2
1443_1,1,Mujer,56,Día no laborable,0,3.3,0,0,10.5,0.5,0,10.8,0,3.3,0,0,10,0.5,0,10.3,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,6.6,5-9,0,4,3,1,2
1444_1,2,Varon,56,Día laborable,9.7,1,0,0,0.5,2.8,0,10.5,9.7,1,0,0,0.3,2.8,0,10.3,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19.4,2,1-4,15-19,4,2,5,1
1445_1,2,Varon,56,Día laborable,4.5,2.2,0,3.8,0.8,3.3,7.7,10.2,4.5,1.1,0,1.9,0.3,3.3,3.7,9.2,Día atípico,50-64,4,Superior completo,Jefe,Otro,5to quintil,Ocupado,9,3.3,1-4,5-9,4,2,3,1
1446_1,2,Varon,56,Día laborable,9.5,0,0,0,4,0.5,0.5,10.5,9.5,0,0,0,3.5,0.5,0.5,10,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19,0,0,15-19,4,1,5,1
1447_1,1,Mujer,56,Día laborable,10,0,0,0,0,1,0,13,10,0,0,0,0,1,0,13,Día atípico,50-64,1,Superior completo,Jefe,Otro,5to quintil,Ocupado,20,0,0,15-19,4,1,5,1
1448_1,2,Varon,56,Día no laborable,1.3,0.5,7,0,3.6,2,0,12.2,1.3,0.5,7,0,2.3,2,0,10.9,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,2.6,1,0,1-4,4,1,2,2
1449_1,2,Varon,56,Día laborable,3,0.5,0,0,5.2,0,7.5,13.7,2.8,0.5,0,0,3.3,0,5.6,11.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,5.8,1,0,5-9,4,1,3,1
1450_1,1,Mujer,56,Día no laborable,0,3.5,0,0,5.3,4,0,12.8,0,3.5,0,0,4.5,4,0,12,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,7,5-9,0,4,3,1,2
1451_1,1,Mujer,56,Día laborable,8.5,1.8,0,0,2.2,1.5,0,11.2,8.5,1.8,0,0,1.6,1.5,0,10.6,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,17,3.6,1-4,15-19,4,2,5,1
1452_1,2,Varon,56,Día laborable,12.3,0.3,0,0,2.5,0,0,9.5,12.3,0.3,0,0,2.3,0,0,9.3,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,24.6,0.6,0,20-24,4,1,6,1
1453_1,2,Varon,56,Día laborable,11.5,2,0,0,3,0,0,9,11.5,1.5,0,0,2.3,0,0,8.8,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,23,3.5,1-4,20-24,4,2,6,1
1454_1,1,Mujer,56,Día no laborable,0,3.8,0,0,7.3,3,0,13.6,0,3.1,0,0,5.4,3,0,12.5,Día atípico,50-64,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,6.9,5-9,0,4,3,1,2
1455_1,2,Varon,56,Día no laborable,0,5.7,0,0,10.5,1,0,12.8,0,3.2,0,0,8.8,1,0,11.1,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Desocupado,0,8.9,5-9,0,4,3,1,2
1456_1,1,Mujer,56,Día laborable,3.5,6.5,0,0,0.5,2,0,12,3.5,6.5,0,0,0.3,2,0,11.8,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,7,13,10-14,5-9,4,4,3,1
1457_1,1,Mujer,56,Día laborable,12.3,2.7,0,0,4.7,1.5,0,5.5,12.3,2.7,0,0,3.3,1.5,0,4.2,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,24.6,5.4,5-9,20-24,4,3,6,1
1458_1,1,Mujer,57,Día no laborable,0,1,0,0,0.3,9.9,0,12.8,0,1,0,0,0.3,9.9,0,12.8,Día atípico,50-64,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,2,1-4,0,4,2,1,2
1459_1,1,Mujer,57,Día laborable,10.8,2,0,0.8,0.8,2.3,0,7.7,10.8,2,0,0.8,0.7,2.3,0,7.5,Día atípico,50-64,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,21.6,4,1-4,20-24,4,2,6,1
1460_1,2,Varon,57,Día laborable,0,1.4,0,0,0,5,0,17.6,0,1.4,0,0,0,5,0,17.6,Día atípico,50-64,3,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,0,2.8,1-4,0,4,2,1,1
1461_1,2,Varon,57,Día laborable,14.1,0.4,0,0,0.8,0,0,9.3,14.1,0.4,0,0,0.6,0,0,9,Día atípico,50-64,1,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,28.2,0.8,0,25-29,4,1,7,1
1462_1,2,Varon,57,Día laborable,7.5,0.2,0,0,2,1,0,13.8,7.5,0.2,0,0,1.8,1,0,13.6,Día atípico,50-64,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,15,0.4,0,10-14,4,1,4,1
1463_1,2,Varon,57,Día no laborable,0,2.5,0,0,5,3.5,0,18,0,2.5,0,0,2.5,3.5,0,15.5,Día atípico,50-64,3,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,5,1-4,0,4,2,1,2
1464_1,1,Mujer,57,Día no laborable,0,2.6,0,2,3.3,3.3,0,14.8,0,1.9,0,2,2.6,3.3,0,14.3,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,4.5,1-4,0,4,2,1,2
1465_1,1,Mujer,57,Día no laborable,0,4.2,0,0,10.8,1.8,0,8.5,0,4.2,0,0,10.2,1.8,0,7.8,Día atípico,50-64,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,8.4,5-9,0,4,3,1,2
1466_1,2,Varon,57,Día no laborable,0,2,0,0,0,3.3,0,18.8,0,2,0,0,0,3.3,0,18.8,Día atípico,50-64,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,0,4,1-4,0,4,2,1,2
1467_1,2,Varon,57,Día no laborable,0,3.3,0,0,2.7,5,0,15.7,0,3.3,0,0,1.3,5,0,14.3,Día atípico,50-64,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,6.6,5-9,0,4,3,1,2
1468_1,2,Varon,57,Día laborable,7.5,1.3,0,0,10.1,0,1.5,5.2,7.5,1.3,0,0,9.3,0,1.5,4.4,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,15,2.6,1-4,10-14,4,2,4,1
1469_1,1,Mujer,57,Día laborable,12.3,1.3,0,0,4,0,0,6.5,12.3,1.3,0,0,4,0,0,6.5,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,24.6,2.6,1-4,20-24,4,2,6,1
1470_1,1,Mujer,57,Día laborable,8,1.2,0,0,1.9,5.6,0,7.9,8,1,0,0,1.8,5.4,0,7.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,16,2.2,1-4,15-19,4,2,5,1
1471_1,2,Varon,57,Día no laborable,0,8.5,0,0,1,4,0,11.5,0,8.5,0,0,0.5,4,0,11,Día atípico,50-64,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,17,15-19,0,4,5,1,2
1472_1,1,Mujer,57,Día laborable,8.8,2.9,0,0,4.1,0,0,8.8,8.8,2.8,0,0,3.8,0,0,8.6,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,17.6,5.7,5-9,15-19,4,3,5,1
1473_1,1,Mujer,57,Día no laborable,1.5,0,0,0,0,4.7,0,17.8,1.5,0,0,0,0,4.7,0,17.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,3,0,0,1-4,4,1,2,2
1474_1,1,Mujer,57,Día no laborable,0,3.3,1.3,0,10,0,0,10.8,0,2.7,0.7,0,10,0,0,10.7,Día atípico,50-64,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,6,5-9,0,4,3,1,2
1475_1,1,Mujer,57,Día laborable,15.1,1.2,0,0,2.1,0.3,0,6.1,15.1,1.2,0,0,1.8,0.3,0,5.8,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,30.2,2.4,1-4,30-45,4,2,8,1
1476_1,1,Mujer,57,Día no laborable,0,1,0,0,3,5,0,15,0,1,0,0,3,5,0,15,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,2,1-4,0,4,2,1,2
1477_1,1,Mujer,57,Día laborable,8,3.8,0,0,0,2.5,0,10.5,7.9,3.3,0,0,0,2.5,0,10.4,Día atípico,50-64,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,15.9,7.1,5-9,15-19,4,3,5,1
1478_1,2,Varon,57,Día laborable,14.8,1,0,0,0,0,0,8.5,14.6,1,0,0,0,0,0,8.4,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,29.4,2,1-4,25-29,4,2,7,1
1479_1,2,Varon,57,Día no laborable,0,3.5,0,0,2,8.5,0,11,0,3,0,0,1.5,8.5,0,11,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,6.5,5-9,0,4,3,1,2
1480_1,2,Varon,57,Día laborable,14.6,0,0,0,0.7,0,0,9,14.6,0,0,0,0.6,0,0,8.9,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,29.2,0,0,25-29,4,1,7,1
1481_1,1,Mujer,57,Día laborable,10.8,3.4,0,0,1.8,1,0,7.8,10.8,3.4,0,0,1.4,1,0,7.5,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,21.6,6.8,5-9,20-24,4,3,6,1
1482_1,2,Varon,57,Día laborable,10.3,0.8,0,0,1,2,0,9.9,10.3,0.8,0,0,1,2,0,9.9,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20.6,1.6,1-4,20-24,4,2,6,1
1483_1,1,Mujer,57,Día laborable,9.8,0.8,0,2.6,0.7,1.3,0,10.9,9.6,0.8,0,2.6,0.5,0.6,0,9.9,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,19.4,1.6,1-4,15-19,4,2,5,1
1484_1,2,Varon,57,Día laborable,8.5,0.3,0,0,0,5.3,0,9.8,8.5,0.3,0,0,0,5.3,0,9.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,17,0.6,0,15-19,4,1,5,1
1485_1,1,Mujer,57,Día laborable,9.3,1.1,0,0,1,3.8,0,9.8,9.3,1.1,0,0,0.5,3.8,0,9.3,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,18.6,2.2,1-4,15-19,4,2,5,1
1486_1,1,Mujer,57,Día laborable,2,6.2,0,0,7,2,0,11.2,2,5.1,0,0,5.5,2,0,9.4,Día atípico,50-64,3,Superior completo,Jefe,Otro,5to quintil,Ocupado,4,11.3,10-14,1-4,4,4,2,1
1487_1,1,Mujer,57,Día no laborable,0,3.8,0,5,4.5,1,0,12.3,0,2.2,0,4.8,4.2,1,0,11.9,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,6,5-9,0,4,3,1,2
1488_1,1,Mujer,57,Día laborable,5,2.5,0,0,0,5.5,0,11,5,2.5,0,0,0,5.5,0,11,Día atípico,50-64,3,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,10,5,1-4,5-9,4,2,3,1
1489_1,1,Mujer,57,Día no laborable,0,2,0,0,14.5,0,4,12.5,0,0.7,0,0,11,0,1.5,10.8,Día atípico,50-64,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Desocupado,0,2.7,1-4,0,4,2,1,2
1490_1,2,Varon,57,Día laborable,11,2,0,0,0.2,1.2,0,10.1,11,1.7,0,0,0.1,1.2,0,10.1,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,22,3.7,1-4,20-24,4,2,6,1
1491_1,1,Mujer,57,Día laborable,9.8,4.5,0,0,1.5,1.5,0,7.4,9.8,4.5,0,0,1.2,1.5,0,7.1,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,19.6,9,5-9,15-19,4,3,5,1
1492_1,2,Varon,57,Día laborable,13.5,0.5,0,0,0,1,0,9,13.5,0.5,0,0,0,1,0,9,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,27,1,0,25-29,4,1,7,1
1493_1,2,Varon,57,Día laborable,7.5,1,0,0,1,4.5,0,11,7.5,1,0,0,0.5,4.5,0,10.5,Día atípico,50-64,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,15,2,1-4,10-14,4,2,4,1
1494_1,2,Varon,57,Día laborable,8.5,2.4,0,0,0.5,1,0,11.7,8.5,2.4,0,0,0.5,1,0,11.6,Día atípico,50-64,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,17,4.8,1-4,15-19,4,2,5,1
1495_1,1,Mujer,58,Día laborable,9.5,1.3,0,4.3,0,0,0,9.3,9.5,1.1,0,4.3,0,0,0,9.1,Día atípico,50-64,3,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,19,2.4,1-4,15-19,4,2,5,1
1496_1,1,Mujer,58,Día laborable,10,2.9,0,0,2.5,0,0,10.1,10,2.3,0,0,2,0,0,9.7,Día atípico,50-64,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,20,5.2,5-9,15-19,4,3,5,1
1497_1,2,Varon,58,Día no laborable,0,3,0,0,7.8,3.1,0,13.9,0,2.4,0,0,5.9,3.1,0,12.6,Día atípico,50-64,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,0,5.4,5-9,0,4,3,1,2
1498_1,2,Varon,58,Día no laborable,0,2,0,0,13.7,1.5,0,11.5,0,2,0,0,11.3,1.5,0,9.2,Día atípico,50-64,3,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,4,1-4,0,4,2,1,2
1499_1,2,Varon,58,Día no laborable,4.6,0.1,0,0,3.8,3,0,13.9,4.6,0.1,0,0,3.1,3,0,13.3,Día atípico,50-64,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,9.2,0.2,0,5-9,4,1,3,2
1500_1,2,Varon,58,Día laborable,6,2.2,0,0,2,1.5,0,12.3,6,2.2,0,0,2,1.5,0,12.3,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,12,4.4,1-4,10-14,4,2,4,1
1501_1,2,Varon,58,Día laborable,8.3,4.3,0,0,0.8,1,0,11,8.3,3,0,0,0.8,1,0,10.9,Día atípico,50-64,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,16.6,7.3,5-9,15-19,4,3,5,1
1502_1,2,Varon,58,Día laborable,8.9,1.6,2,0,0,2.1,0,9.4,8.9,1.6,2,0,0,2.1,0,9.4,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,17.8,3.2,1-4,15-19,4,2,5,1
1503_1,1,Mujer,58,Día laborable,5,2.8,0,0,5.8,2.5,0,8.8,5,2.8,0,0,5.3,2.5,0,8.3,Día atípico,50-64,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,10,5.6,5-9,5-9,4,3,3,1
1504_1,1,Mujer,58,Día no laborable,0,8,0,0,3.7,4,0,11.2,0,7.4,0,0,2.6,4,0,10,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,15.4,15-19,0,4,5,1,2
1505_1,1,Mujer,58,Día laborable,4.5,5.2,0,0,3.3,2.4,0,8.6,4.5,5.2,0,0,3.3,2.4,0,8.6,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,9,10.4,10-14,5-9,4,4,3,1
1506_1,2,Varon,58,Día laborable,9,2,0,0,0,1,0,12,9,2,0,0,0,1,0,12,Día atípico,50-64,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,18,4,1-4,15-19,4,2,5,1
1507_1,2,Varon,58,Día no laborable,0,3.3,0,0,1,2,0,17.8,0,3.3,0,0,1,2,0,17.8,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,6.6,5-9,0,4,3,1,2
1508_1,2,Varon,58,Día no laborable,0,6.8,3.5,0,5.9,3.8,0,10,0,5.9,1.8,0,3,3.8,0,9.6,Día atípico,50-64,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,12.7,10-14,0,4,4,1,2
1509_1,2,Varon,58,Día laborable,8.8,0,0,0,3.3,2,0,12.7,8.8,0,0,0,1.9,2,0,11.3,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,17.6,0,0,15-19,4,1,5,1
1510_1,2,Varon,58,Día laborable,11.8,0,0,0,1.5,0.5,0,10.3,11.8,0,0,0,1.5,0.5,0,10.3,Día atípico,50-64,4,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,23.6,0,0,20-24,4,1,6,1
